...1,FGM_off,FGA_off,3PTM_off,3PTA_off,FTM_off,FTA_off,OREB_off,DREB_off,REB_off,AST_off,STL_off,BLK_off,TO_off,PF_off,PTS_off,result_off,FGM_def,FGA_def,3PTM_def,3PTA_def,FTM_def,FTA_def,OREB_def,DREB_def,REB_def,AST_def,STL_def,BLK_def,TO_def,PF_def,PTS_def,result_def,year,power_conf
179,-6.560200137546029e-4,9.504127192912755e-4,-4.734687455389909e-5,3.8728418858667937e-4,-0.0016992627885386768,-0.002020527436535148,2.56489659639446e-4,-5.783751311873447e-4,-3.2188547154789996e-4,-6.902384235065018e-4,-4.937629511294669e-4,-3.6308219194061534e-4,1.9510901242363371e-4,4.4377974414961573e-4,-0.0030569279386503875,0.5448010874807063,0.0034877937558861335,0.0016918082889817913,8.706451748080904e-4,0.0011024785991144562,-3.470997955324452e-4,-3.054858070900803e-4,9.545903029810034e-4,0.001655197586521555,0.002609787889502558,0.003144955976517195,0.0020613407603851065,5.272881759297466e-4,-6.028042308811526e-4,-0.0025030023878664506,0.007496307313097996,0.543678044779411,2021-22,0
