"","conference","hoopr","FGM_off","FGA_off","3PTM_off","3PTA_off","FTM_off","FTA_off","OREB_off","DREB_off","REB_off","AST_off","STL_off","BLK_off","TO_off","PF_off","PTS_off","result_off","FGM_def","FGA_def","3PTM_def","3PTA_def","FTM_def","FTA_def","OREB_def","DREB_def","REB_def","AST_def","STL_def","BLK_def","TO_def","PF_def","PTS_def","result_def","year","Team","Conference","power_conf"
"308","Pac 12","UCLA",0.0530087474041468,0.0353978838035198,-0.0160596720405519,-0.0607938359557279,0.0662241628597986,0.0634415587705356,0.00744910979190992,0.0366805008638503,0.0441296106557602,0.0339192118702198,0.009462988002461,0.000107363940684245,-0.0558630598706456,-0.0176446820959664,0.15618198562754,0.875,0.0289245437932664,0.0215448433447609,0.00538915756229582,-0.00436801137942854,0.014087526764357,0.0393117097930072,0.0269889879482969,0.0089434935278394,0.0359324814761363,0.0333675507603873,0.0348201755212242,0.0119536378632841,-0.0118530077053872,-0.0050352359547108,0.0773257719131856,0.666666666666667,"2021-22","UCLA","Pac 12",TRUE
"309","Big East","UConn",0.0505183359646364,0.0717070216275165,-0.000907229018986886,-0.016117437570927,0.0121959382024985,0.0173734586867788,0.066678434520315,0.0505488151050204,0.117227249625335,0.026255556594435,-0.038202012265837,0.0382699283511476,-0.0126729089293842,-0.0170987973425822,0.112325381112784,0.875,-0.0111477688844515,-0.037224463961442,-0.0142386610263575,0.00837437793296766,0.0270468147425508,0.0304726252866617,0.0222545176174295,0.0358759977873561,0.0581305154047856,0.00365134508621899,-0.00525112960889592,-0.0037319619078839,0.0460710264527405,-0.0115176677817837,-0.00948738405270975,0.833333333333333,"2021-22","UConn","Big East",TRUE
"310","Horizon","UIC",-0.0155265599856819,-0.0296206607880483,0.0159939478648158,0.0568379908319066,0.00521564728116035,0.0166463483631253,-0.0239022816754142,0.0134967838741883,-0.0104054978012259,-0.00364569620950133,-0.0323269530346133,0.0259740806671647,-0.00160601416714111,-0.00917704755971073,-0.00984352482538758,0.375,-0.0139885152863043,-0.0218034844690829,0.0103304605357352,0.0880402366606535,-0.0380371162265137,-0.0482878713583317,0.0138868670297999,-0.01265047494297,0.00123639208682987,0.0226200358541578,-0.0262769296253242,0.0218977231892079,0.0569370148965488,-0.0210250984371747,-0.0556836862633871,0.285714285714286,"2021-22","UIC","Horizon",FALSE
"311","Southland","Incarnate Word",-0.0317620983743784,0.0323106753189285,0.0467505902252798,0.10468042793139,-0.0311790566217927,-0.0621983578366078,-0.0118965067375683,-0.0324711835183847,-0.044367690255953,-0.0115827631974385,-0.0175347054948995,-0.0250520734314801,-0.0168399046083894,0.00399231919346773,-0.0479526631452698,0.25,-0.0643403639246412,0.00340674963261115,-0.00480097593255923,0.00133340480315161,-0.0104791501451197,0.001996623184112,0.0286177187573649,-0.0301236665462854,-0.00150594778892051,-0.0070977340542734,0.0199258075616611,0.0100547856169104,0.0243324549237444,0.0282798939281575,-0.143960853926961,0.166666666666667,"2021-22","Incarnate Word","Southland",FALSE
"312","Sunbelt","UL Monroe",0.000382945812732229,-0.0124968135415367,-0.00787683646706222,-0.0351707599428772,-0.0261002249473927,-0.0440804132023789,-0.0580688568872176,-0.0648327944694384,-0.122901651356656,-0.0252240010317374,-0.0063500893341954,-0.0104405187652108,-0.0261766615366341,0.0107005566015543,-0.0332111697889904,0.5,0.00662376430023159,0.0572837836455113,-0.0116262192956407,-0.0199624685997506,-0.0537737512347897,-0.065635270010155,0.0149092867835359,-0.0403237885409914,-0.0254145017574555,-0.0124452402677629,-0.000169868991158106,-0.0121310423179176,-0.0134949780575071,0.00598866044166609,-0.0521524419299672,0.6,"2021-22","UL Monroe","Sunbelt",FALSE
"313","Am. East","UMass Lowell",0.0040723258986888,0.00164211621284484,-0.0444769043100214,-0.0881334278893192,-0.00768161516282008,-0.00217696536284556,-0.00961754300979597,-0.0281438257118462,-0.0377613687216422,-0.0172476812237428,0.00728629152720226,0.0120513513763912,-0.0103017944629887,-0.0190525484906172,-0.0442847112246879,0.5,0.0237818502459368,0.0145403543550662,0.0134097552500125,0.0540762798788452,-0.027873642515191,-0.0370119037308764,-0.0136487402320741,0.00384215713284431,-0.00980658309922982,0.0292174046845969,0.00167878845755266,-0.0222398497769292,-0.0119038569455548,0.00142183885549032,0.0332420850227342,0.375,"2021-22","UMass Lowell","Am. East",FALSE
"314","Am. East","UMBC",0.00442131983917603,-0.0444061254091872,0.035684607980774,0.0090302212360049,0.0591608584136782,0.0466439813447934,-0.0487735846553056,-0.0252322559448643,-0.0740058406001699,0.0138126808751095,-0.0237604410561405,-0.0115866215891905,-0.0248908110378274,-0.0390635077600417,0.103453944745016,0.375,-0.0683374371988531,-0.0550682398778695,-0.00247271723854302,0.0173536680820027,0.0410886310021581,0.0435706982153062,-0.0127445626145035,0.0157568532292581,0.0030122906147546,-0.0226593460901986,0.0153853681939387,0.0147480705776776,0.0231525700486312,-0.0130649323756781,-0.0979451431972598,0.5,"2021-22","UMBC","Am. East",FALSE
"315","MEAC","Maryland-Eastern Shore",-0.035662584865334,-0.0224894960515643,-0.00268378710842294,0.0286806498836391,-0.0548213750667002,-0.0623339355721594,-0.0234277449146722,-0.0289706458890025,-0.0523983908036747,0.02692550849415,0.0349437731489929,-0.0172540249520488,0.0264886827886422,-0.00950058178620837,-0.128962447660331,0.25,0.0103422570775957,0.0679109465534221,-0.00191173510504452,0.0108773073104763,-0.0190360090097143,-0.0354314103559199,0.0336587144626321,-0.0244637231945586,0.00919499126807352,-0.0346173519843759,0.00886510100877261,0.00572364477624095,-0.0186624115341852,0.0300788435310479,-0.000263229959567544,0.285714285714286,"2021-22","Maryland-Eastern Shore","MEAC",FALSE
"316","Big South","UNC Asheville",0.0100867951412,-0.0253928604260473,-0.00581674140560221,-0.0502376208601282,0.0577884130880536,0.0705427730579196,-0.0158962297386115,-0.0256872150800142,-0.0415834448186256,-0.0129090462893277,0.0220950204109056,0.00900450733099729,-0.0215421894580488,-0.00390280820292986,0.0721452619648513,0.375,-0.027014446834707,-0.00235300918291012,0.0078236825260709,0.0106774704664466,0.0284203240866311,0.0212095733022816,0.00535140589076269,0.0257892358074765,0.0311406416982392,0.000245398751722036,0.0185344710116248,-0.00879269668348983,-0.0016277971793311,-0.0112069829030893,-0.0177848870567121,0.375,"2021-22","UNC Asheville","Big South",FALSE
"317","Southern","UNC Greensboro",0.0134085453656056,0.0278797170147693,0.000496634358555067,0.00627410687893099,-0.00931939022198421,-0.00969783721687087,0.0333572457304716,-0.00798881370227603,0.0253684320281956,-0.00888160268971172,0.00141279207546511,-0.0156124625041641,0.00974457709112558,0.0291285502246818,0.0179943348677822,0.25,0.0290102771386343,0.036805734415671,0.00276998969496253,0.0468487988270956,-0.052344933157847,-0.0546331149351584,0.00339251961456598,0.0295371487647513,0.0329296683793173,0.0222459561244827,-0.00284171730124273,0.0128537872721606,-0.00937464422963537,0.00466583022960563,0.00849752995344023,0.222222222222222,"2021-22","UNC Greensboro","Southern",FALSE
